name,mmsi,imo,call_sign,vessel_type__sub_type,gross_tonnage,deadweight,length,year_built,built_at_(shipyard),country,url
ZHEGANGHANGXUN0883,412412883,-,-,Fishing / FISHING,-,-,33 m,-,-,China,https://magicport.ai/vessels/fishing/zheganghangxun0883-mmsi-412412883
ZHEHAIHUANJIAN,412421760,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhehaihuanjian-mmsi-412421760
ZHEHUZHOUHUO3869,413853264,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhehuzhouhuo3869-mmsi-413853264
ZHEJIAOYU1593,412412884,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhejiaoyu1593-mmsi-412412884
ZHEJIAOYU1886,412412992,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhejiaoyu1886-mmsi-412412992
ZHEJIAOYU76073,412413020,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhejiaoyu76073-mmsi-412413020
ZHEJIAOYU83080 3599,400000035,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhejiaoyu83080-3599-mmsi-400000035
ZHEJIAOYUYUN88816,412411860,-,88816,Fishing / FISHING,-,-,40 m,-,-,China,https://magicport.ai/vessels/fishing/zhejiaoyuyun88816-mmsi-412411860
ZHELINGYU00052,412418794,-,00052,Fishing / FISHING,-,-,20 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu00052-mmsi-412418794
ZHELINGYU08001,412418801,-,08001,Fishing / FISHING,-,-,24 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu08001-mmsi-412418801
ZHELINGYU08078,412416357,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu08078-mmsi-412416357
ZHELINGYU08738,412408738,-,08738,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu08738-mmsi-412408738
ZHELINGYU12116,412416401,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu12116-mmsi-412416401
ZHELINGYU17005,412417538,-,23121,Fishing / FISHING,-,-,40 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu17005-mmsi-412417538
ZHELINGYU21897,412418533,-,21897,Fishing / FISHING,-,-,31 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu21897-mmsi-412418533
ZHELINGYU23118,412417578,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu23118-mmsi-412417578
ZHELINGYU23201,412418564,-,61067,Fishing / FISHING,-,-,42 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu23201-mmsi-412418564
ZHELINGYU25805,412418897,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu25805-mmsi-412418897
ZHELINGYU25807,412416117,-,25807,Fishing / FISHING,-,-,32 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu25807-mmsi-412416117
ZHELINGYU25810,412425810,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu25810-mmsi-412425810
ZHELINGYU25882,412419109,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu25882-mmsi-412419109
ZHELINGYU26883,412419623,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu26883-mmsi-412419623
ZHELINGYU26999,412418538,-,26999,Fishing / FISHING,-,-,39 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu26999-mmsi-412418538
ZHELINGYU29911,412416689,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu29911-mmsi-412416689
ZHELINGYU33201,412033201,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu33201-mmsi-412033201
ZHELINGYU45028,412419791,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu45028-mmsi-412419791
ZHELINGYU45038,412416978,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu45038-mmsi-412416978
ZHELINGYU58076,412419437,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu58076-mmsi-412419437
ZHELINGYU58101,412416981,-,23509,Fishing / FISHING,-,-,29 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu58101-mmsi-412416981
ZHELINGYU69009,412419719,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu69009-mmsi-412419719
ZHELINGYU69036,412417198,-,-,Fishing / FISHING,-,-,31 m,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu69036-mmsi-412417198
ZHELINGYU69121,412417231,-,11078,Fishing / FISHING,-,-,34 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu69121-mmsi-412417231
ZHELINGYU88053 7 01,108805307,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu88053-7-01-mmsi-108805307
ZHELINGYU94022,412419742,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyu94022-mmsi-412419742
ZHELINGYU98078,412109807,-,-,Fishing / FISHING,-,-,1022 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyu98078-mmsi-412109807
ZHELINGYUYOU60028,412417845,-,60028,Fishing / FISHING,-,-,24 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyuyou60028-mmsi-412417845
ZHELINGYUYUN20084,412418383,-,20084,Fishing / FISHING,-,-,34 m,-,-,China,https://magicport.ai/vessels/fishing/zhelingyuyun20084-mmsi-412418383
ZHELINGYUYUN31063,413331063,-,66671,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyuyun31063-mmsi-413331063
ZHELINGYUYUN31298,413853349,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelingyuyun31298-mmsi-413853349
ZHELINYU12013,412413889,-,12013,Fishing / FISHING,-,-,39 m,-,-,China,https://magicport.ai/vessels/fishing/zhelinyu12013-mmsi-412413889
ZHELINYU12034,412413259,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelinyu12034-mmsi-412413259
ZHELINYU12098,412413068,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelinyu12098-mmsi-412413068
ZHELINYU12778,412413529,-,12778,Fishing / FISHING,-,-,15 m,-,-,-,https://magicport.ai/vessels/fishing/zhelinyu12778-mmsi-412413529
ZHELINYU21156,412413225,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhelinyu21156-mmsi-412413225
ZHELINYU21333,412413292,-,-,Fishing / FISHING,-,-,33 m,-,-,-,https://magicport.ai/vessels/fishing/zhelinyu21333-mmsi-412413292
ZHELINYU21533,412413872,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelinyu21533-mmsi-412413872
ZHELINYU21576,900321576,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelinyu21576-mmsi-900321576
ZHELINYU21918 03 99,302191803,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelinyu21918-03-99-mmsi-302191803
ZHELINYU21997,412413352,-,21997,Fishing / FISHING,-,-,44 m,-,-,China,https://magicport.ai/vessels/fishing/zhelinyu21997-mmsi-412413352
ZHELINYUYUN21003,412413451,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelinyuyun21003-mmsi-412413451
ZHELINYUYUN21668,412413171,-,-,Fishing / FISHING,-,-,38 m,-,-,China,https://magicport.ai/vessels/fishing/zhelinyuyun21668-mmsi-412413171
ZHELINYUYUN219,412413459,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelinyuyun219-mmsi-412413459
ZHELONGGANGYU00482,412432256,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhelonggangyu00482-mmsi-412432256
ZHELONGGANGYU00586,412432312,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhelonggangyu00586-mmsi-412432312
ZHELONGGANGYU01186,412432995,-,BLG1186,Fishing / FISHING,-,-,13 m,-,-,China,https://magicport.ai/vessels/fishing/zhelonggangyu01186-mmsi-412432995
ZHELONGGANGYU02966,412411888,-,BLG2966,Fishing / FISHING,-,-,38 m,-,-,-,https://magicport.ai/vessels/fishing/zhelonggangyu02966-mmsi-412411888
ZHELONGYU66686,412460186,-,66686,Fishing / FISHING,-,-,35 m,-,-,China,https://magicport.ai/vessels/fishing/zhelongyu66686-mmsi-412460186
ZHELUYU88833,200018253,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheluyu88833-mmsi-200018253
ZHELUYUYUN88095,412410329,-,81828,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/zheluyuyun88095-mmsi-412410329
ZHEN FENG NO.88,416000211,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/zhen-feng-no88-mmsi-416000211
ZHEN FENG YU NO.1,416001075,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhen-feng-yu-no1-mmsi-416001075
ZHENINGYU63887,412437468,-,-,Fishing / FISHING,-,-,12 m,-,-,-,https://magicport.ai/vessels/fishing/zheningyu63887-mmsi-412437468
ZHENINGYU72087,412437519,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheningyu72087-mmsi-412437519
ZHENINGYU77203,412438436,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheningyu77203-mmsi-412438436
ZHENINGYU77271,412435216,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheningyu77271-mmsi-412435216
ZHENINGYU81113 1,811130001,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheningyu81113-1-mmsi-811130001
ZHENINGYUXIU66038,412437337,-,-,Fishing / FISHING,-,-,30 m,-,-,-,https://magicport.ai/vessels/fishing/zheningyuxiu66038-mmsi-412437337
ZHEPINGHUYU00416,412411683,-,-,Fishing / FISHING,-,-,11 m,-,-,-,https://magicport.ai/vessels/fishing/zhepinghuyu00416-mmsi-412411683
ZHEPINGHUYU00691,412411714,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhepinghuyu00691-mmsi-412411714
ZHEPINGHUYU00770,412410266,-,-,Fishing / FISHING,-,-,12 m,-,-,-,https://magicport.ai/vessels/fishing/zhepinghuyu00770-mmsi-412410266
ZHEPINGYU61126,412434704,-,-,Fishing / FISHING,-,-,28 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu61126-mmsi-412434704
ZHEPINGYU62807,412433836,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepingyu62807-mmsi-412433836
ZHEPINGYU62824,412433851,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepingyu62824-mmsi-412433851
ZHEPINGYU64479,412434183,-,PY64479,Fishing / FISHING,-,-,13 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu64479-mmsi-412434183
ZHEPINGYU80200,412433689,-,PY90239,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu80200-mmsi-412433689
ZHEPINGYU82122,412412057,-,82122,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu82122-mmsi-412412057
ZHEPINGYU82195,412411344,-,PY82195,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu82195-mmsi-412411344
ZHEPINGYU90022,412434154,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepingyu90022-mmsi-412434154
ZHEPINGYU90079,412433793,-,PY90079,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu90079-mmsi-412433793
ZHEPINGYU90100,412433753,-,PY90100,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu90100-mmsi-412433753
ZHEPINGYU90223,412433726,-,PY90223,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu90223-mmsi-412433726
ZHEPINGYU90242,412433671,-,PY90242,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu90242-mmsi-412433671
ZHEPINGYU90248,412433656,-,PY90248,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu90248-mmsi-412433656
ZHEPINGYU90265,412434034,-,PY90265,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu90265-mmsi-412434034
ZHEPINGYU90339,412433919,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepingyu90339-mmsi-412433919
ZHEPINGYU90455,412434061,-,PY90455,Fishing / FISHING,-,-,144 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyu90455-mmsi-412434061
ZHEPINGYUYUN88879,412433963,-,PY88879,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/zhepingyuyun88879-mmsi-412433963
ZHEPUY68227,900268227,-,-,Fishing / FISHING,-,-,42 m,-,-,-,https://magicport.ai/vessels/fishing/zhepuy68227-mmsi-900268227
ZHEPUYU01003,412423706,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu01003-mmsi-412423706
ZHEPUYU01986,412421779,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu01986-mmsi-412421779
ZHEPUYU01998,900201988,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu01998-mmsi-900201988
ZHEPUYU03066,412424352,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu03066-mmsi-412424352
ZHEPUYU18350,412422215,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhepuyu18350-mmsi-412422215
ZHEPUYU19188,412422273,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu19188-mmsi-412422273
ZHEPUYU19257,415930001,-,US&1925,Fishing / FISHING,-,-,37 m,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu19257-mmsi-415930001
ZHEPUYU21577,412422155,-,21577,Fishing / FISHING,-,-,38 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyu21577-mmsi-412422155
ZHEPUYU30030 5,201803005,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu30030-5-mmsi-201803005
ZHEPUYU31127,412421762,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu31127-mmsi-412421762
ZHEPUYU42186,900242186,-,-,Fishing / FISHING,-,-,45 m,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu42186-mmsi-900242186
ZHEPUYU43043,412422085,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu43043-mmsi-412422085
ZHEPUYU43057,412422095,-,0000000,Fishing / FISHING,-,-,35 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyu43057-mmsi-412422095
ZHEPUYU43086,412422099,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu43086-mmsi-412422099
ZHEPUYU44176,412422016,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu44176-mmsi-412422016
ZHEPUYU68159,412422922,-,68159,Fishing / FISHING,-,-,31 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyu68159-mmsi-412422922
ZHEPUYU68618,412424271,-,68618,Fishing / FISHING,-,-,36 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyu68618-mmsi-412424271
ZHEPUYU68973,412424176,-,0000000,Fishing / FISHING,-,-,37 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyu68973-mmsi-412424176
ZHEPUYU70064,412423311,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu70064-mmsi-412423311
ZHEPUYU71106,412422466,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyu71106-mmsi-412422466
ZHEPUYU71108,412423305,-,-,Fishing / FISHING,-,-,30 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyu71108-mmsi-412423305
ZHEPUYULEN69256,412421524,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhepuyulen69256-mmsi-412421524
ZHEPUYULENG26886,412422292,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyuleng26886-mmsi-412422292
ZHEPUYUXIU50065,412424441,-,XIPU,Fishing / FISHING,-,-,15 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyuxiu50065-mmsi-412424441
ZHEPUYUXIU60087,412424323,-,-,Fishing / FISHING,-,-,15 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyuxiu60087-mmsi-412424323
ZHEPUYUYOU30007,412422262,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyuyou30007-mmsi-412422262
ZHEPUYUYUN00189,413580907,-,-,Fishing / FISHING,-,-,40 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyuyun00189-mmsi-413580907
ZHEPUYUYUN28647,412420616,-,-,Fishing / FISHING,-,-,30 m,-,-,China,https://magicport.ai/vessels/fishing/zhepuyuyun28647-mmsi-412420616
ZHEPUYUYUN38339,412422677,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyuyun38339-mmsi-412422677
ZHEPUYUYUN48329,412422484,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyuyun48329-mmsi-412422484
ZHEPUYUYUN68365,412422544,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyuyun68365-mmsi-412422544
ZHEPUYUYUN68686,412424406,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyuyun68686-mmsi-412424406
ZHEPUYUYUN68799,412422762,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyuyun68799-mmsi-412422762
ZHEPUYUYUN68885,412423304,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhepuyuyun68885-mmsi-412423304
ZHEPUYUYUN88822,412422597,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhepuyuyun88822-mmsi-412422597
ZHERUIYU01106,412431261,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu01106-mmsi-412431261
ZHERUIYU02901,412431961,-,-,Fishing / FISHING,-,-,12 m,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu02901-mmsi-412431961
ZHERUIYU13001 16 99,130010016,-,-,Fishing / FISHING,-,-,30 m,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu13001-16-99-mmsi-130010016
ZHERUIYU13001 87 99,130010087,-,-,Fishing / FISHING,-,-,30 m,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu13001-87-99-mmsi-130010087
ZHERUIYU19206,412412792,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu19206-mmsi-412412792
ZHERUIYU20096,412431169,-,RA20043,Fishing / FISHING,-,-,11 m,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu20096-mmsi-412431169
ZHERUIYU21023,412411797,-,-,Fishing / FISHING,-,-,9 m,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu21023-mmsi-412411797
ZHERUIYU22006,412412761,-,-,Fishing / FISHING,-,-,10 m,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu22006-mmsi-412412761
ZHERUIYU91016,412431245,-,RA91016,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/zheruiyu91016-mmsi-412431245
ZHERUIYU91054,412431302,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu91054-mmsi-412431302
ZHERUIYU91150,412431469,-,RA91150,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/zheruiyu91150-mmsi-412431469
ZHERUIYU91160,412431533,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheruiyu91160-mmsi-412431533
ZHERUIYUYUN00106,412431797,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheruiyuyun00106-mmsi-412431797
ZHESAN00071,200000071,-,-,Fishing / FISHING,-,-,75 m,-,-,-,https://magicport.ai/vessels/fishing/zhesan00071-mmsi-200000071
ZHESANYU00228,412411264,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhesanyu00228-mmsi-412411264
ZHESANYU02003,412411427,-,P,Fishing / FISHING,-,-,11 m,-,-,-,https://magicport.ai/vessels/fishing/zhesanyu02003-mmsi-412411427
ZHESANYU07522,412411061,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zhesanyu07522-mmsi-412411061
ZHESANYU08558,412411463,-,-,Fishing / FISHING,-,-,12 m,-,-,-,https://magicport.ai/vessels/fishing/zhesanyu08558-mmsi-412411463
ZHESANYU09408,412414981,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhesanyu09408-mmsi-412414981
ZHESANYUYOU128,412411161,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhesanyuyou128-mmsi-412411161
ZHESHENGYU00106,900300106,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu00106-mmsi-900300106
ZHESHENGYU01237 9,900001237,-,-,Fishing / FISHING,-,-,8 m,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu01237-9-mmsi-900001237
ZHESHENGYU03105,412428422,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu03105-mmsi-412428422
ZHESHENGYU03178 4,900403178,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu03178-4-mmsi-900403178
ZHESHENGYU05001 2,412429263,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu05001-2-mmsi-412429263
ZHESHENGYU05428,412428706,-,05428,Fishing / FISHING,-,-,44 m,-,-,China,https://magicport.ai/vessels/fishing/zheshengyu05428-mmsi-412428706
ZHESHENGYU05601,900305601,-,-,Fishing / FISHING,-,-,19 m,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu05601-mmsi-900305601
ZHESHENGYU05807,412428596,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu05807-mmsi-412428596
ZHESHENGYU07322,900307322,-,0,Fishing / FISHING,-,-,50 m,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu07322-mmsi-900307322
ZHESHENGYU07726,412429583,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zheshengyu07726-mmsi-412429583
ZHESHENGYU08308,412429256,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu08308-mmsi-412429256
ZHESHENGYU10735,412413698,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zheshengyu10735-mmsi-412413698
ZHESHENGYU13323,412428501,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zheshengyu13323-mmsi-412428501
ZHESHENGYU30488,412429212,-,0000000,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/zheshengyu30488-mmsi-412429212
ZHESHENGYU62118,412429393,-,0000000,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/zheshengyu62118-mmsi-412429393
ZHESHENGYU62126,412429398,-,0000000,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/zheshengyu62126-mmsi-412429398
ZHESHENGYU64146,412429909,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu64146-mmsi-412429909
ZHESHENGYU64181,412429914,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu64181-mmsi-412429914
ZHESHENGYU67103,412429327,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyu67103-mmsi-412429327
ZHESHENGYU67186,412410216,-,-,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/zheshengyu67186-mmsi-412410216
ZHESHENGYUXIU10049,412429662,-,10049,Fishing / FISHING,-,-,15 m,-,-,China,https://magicport.ai/vessels/fishing/zheshengyuxiu10049-mmsi-412429662
ZHESHENGYUYUN80377,412428606,-,-,Fishing / FISHING,-,-,28 m,-,-,China,https://magicport.ai/vessels/fishing/zheshengyuyun80377-mmsi-412428606
ZHESHENGYUYUN80616,412427912,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyuyun80616-mmsi-412427912
ZHESHENGYUYUN80620,412428601,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyuyun80620-mmsi-412428601
ZHESHENGYUYUN80828,412428798,-,80828,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/zheshengyuyun80828-mmsi-412428798
ZHESHENGYUYUN80916,412428502,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyuyun80916-mmsi-412428502
ZHESHENGYUYUN81323,412428480,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/zheshengyuyun81323-mmsi-412428480
ZHESHENGYUYUN81338,412428405,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zheshengyuyun81338-mmsi-412428405
ZHETAIYU28733,412414485,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhetaiyu28733-mmsi-412414485
ZHETAIYU8108,412410085,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhetaiyu8108-mmsi-412410085
ZHETAIYU88712,412621226,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/zhetaiyu88712-mmsi-412621226
ZHEWANGYANG0083,415327944,-,00G0083,Fishing / FISHING,-,-,18 m,-,-,-,https://magicport.ai/vessels/fishing/zhewangyang0083-mmsi-415327944
